date;timestamp;wei
03/10/2022;1646870400;36484913763
03/11/2022;1646956800;35326134376
03/12/2022;1647043200;26293915463
3/13/2022;1647129600;41621884402
3/14/2022;1647216000;35171107807
3/15/2022;1647302400;40481002846
3/16/2022;1647388800;43774422429
3/17/2022;1647475200;77108651531
3/18/2022;1647561600;72594322453
3/19/2022;1647648000;33680173978
3/20/2022;1647734400;29275876248
3/21/2022;1647820800;37355945670
3/22/2022;1647907200;46983693447
3/23/2022;1647993600;40602858000
3/24/2022;1648080000;53355636800
3/25/2022;1648166400;48970434712
3/26/2022;1648252800;34689925385
3/27/2022;1648339200;55419043357
3/28/2022;1648425600;82452707160
3/29/2022;1648512000;50438131665
3/30/2022;1648598400;56313897422
3/31/2022;1648684800;55283697798
04/01/2022;1648771200;68577599578
04/02/2022;1648857600;62407665341
04/03/2022;1648944000;55065336602
04/04/2022;1649030400;68717823808
04/05/2022;1649116800;96816494014
04/06/2022;1649203200;62788787351
04/07/2022;1649289600;75351242378
04/08/2022;1649376000;59575919037
04/09/2022;1649462400;38308158477
04/10/2022;1649548800;47810675357
04/11/2022;1649635200;49652220938
04/12/2022;1649721600;50425290071
4/13/2022;1649808000;50926241086
4/14/2022;1649894400;53368293835
4/15/2022;1649980800;43144386684
4/16/2022;1650067200;38595586042
4/17/2022;1650153600;32925135938
4/18/2022;1650240000;40280573508
4/19/2022;1650326400;44424544153
4/20/2022;1650412800;71905804866
4/21/2022;1650499200;65083468948
4/22/2022;1650585600;61133071452
4/23/2022;1650672000;35929743755
4/24/2022;1650758400;35954621598
4/25/2022;1650844800;57799804673
4/26/2022;1650931200;50687227347
4/27/2022;1651017600;57662562102
4/28/2022;1651104000;57139757124
4/29/2022;1651190400;54690459685
4/30/2022;1651276800;52545474977
05/01/2022;1651363200;4,74571E+11
05/02/2022;1651449600;72043698182
05/03/2022;1651536000;64105364670
05/04/2022;1651622400;53083855495
05/05/2022;1651708800;68692339576
05/06/2022;1651795200;55173751622
05/07/2022;1651881600;35194249139
05/08/2022;1651968000;29478186084
05/09/2022;1652054400;66651018430
05/10/2022;1652140800;61542478232
05/11/2022;1652227200;1,47322E+11
